Report Date,Serial No.,ISO Tk No.,Shipment,Level (%),Level (m©ø),Level (mmH2O),Battery (%),Pressure (MPa),Temp (¡ÆC),Depress,Press_Before (MPa),Press_After (MPa),Remarks
2026-05-04,SIMU-8101581,ISOT-017,N1,77,36,715,77,0.78,-126,Depressurized,-,-,Depressure
2026-05-04,SIMU-8101750,ISOT-026,N1,84,28,715,58,0.75,-128,Depressurized,-,-,Depressure
2026-05-04,SIMU-8101848,ISOT-031,N1,80,36,655,57,0.75,-126,Depressurized,-,-,Depressure
2026-05-04,SIMU-8101909,ISOT-036,N1,81,37,690,55,0.77,-126,Depressurized,-,-,Depressure
2026-05-04,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-04,SIMU-8103711,ISOT-086,N1,88,40,695,79,0.76,-124,Depressurized,-,-,Depressure
2026-05-04,SIMU-8103732,ISOT-088,N1,77,34,745,83,0.79,-125,,-,-,-
2026-05-04,SIMU-8111297,ISOT-103,N1,76,35,715,77,0.76,-128,Depressurized,-,-,Depressure
2026-05-04,SIMU-8113176,ISOT-120,N1,83,38,720,80,0.77,-130,Depressurized,-,-,Depressure
2026-05-03,SIMU-8101426,ISOT-009,N1,71,32,660,78,0.75,-127.6,Depressurized,-,-,Depressure
2026-05-03,SIMU-8101513,ISOT-014,N1,80,36,630,60,0.79,-127.2,,-,-,-
2026-05-03,SIMU-8101581,ISOT-017,N1,77,36,720,77,0.78,-126.9,Depressurized,-,-,Depressure
2026-05-03,SIMU-8101750,ISOT-026,N1,84,28,720,60,0.79,-128.8,,-,-,-
2026-05-03,SIMU-8101848,ISOT-031,N1,81,36,660,58,0.76,-127,Depressurized,-,-,Depressure
2026-05-03,SIMU-8101909,ISOT-036,N1,82,37,685,58,0.78,-126.4,Depressurized,-,-,Depressure
2026-05-03,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-03,SIMU-8103711,ISOT-086,N1,89,40,700,79,0.77,-124.4,Depressurized,-,-,Depressure
2026-05-03,SIMU-8103732,ISOT-088,N1,78,34,745,83,0.75,-125,Depressurized,-,-,Depressure
2026-05-03,SIMU-8111297,ISOT-103,N1,78,35,730,77,0.78,-129,,-,-,-
2026-05-03,SIMU-8113176,ISOT-120,N1,84,38,720,80,0.78,-130,,-,-,-
2026-05-02,SIMU-8101426,ISOT-009,N1,72,32,660,78,0.77,-127,,-,-,-
2026-05-02,SIMU-8101513,ISOT-014,N1,80,36,630,60,0.76,-127.6,Depressurized,0.78,0.72,Depressure
2026-05-02,SIMU-8101581,ISOT-017,N1,81,36,720,78,0.78,-126.8,Depressurized,0.8,0.72,Depressure
2026-05-02,SIMU-8101750,ISOT-026,N1,84,38,720,62,0.74,-128.9,Depressurized,0.78,0.7,Depressure
2026-05-02,SIMU-8101848,ISOT-031,N1,81,36,660,60,0.74,-126.6,Depressurized,0.79,0.71,Depressure
2026-05-02,SIMU-8101909,ISOT-036,N1,82,37,685,60,0.76,-126.5,Depressurized,-,-,Depressure
2026-05-02,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-02,SIMU-8103711,ISOT-086,N1,89,40,705,79,0.78,-124,,-,-,-
2026-05-02,SIMU-8103732,ISOT-088,N1,78,34,750,83,0.77,-125,,-,-,-
2026-05-02,SIMU-8111297,ISOT-103,N1,78,35,720,77,0.75,-129.3,Depressurized,0.79,0.69,Depressure
2026-05-02,SIMU-8113176,ISOT-120,N1,84,38,720,80,0.75,-130,Depressurized,0.79,0.72,Depressure
2026-05-01,SIMU-8101426,ISOT-009,N1,72,32,660,78,0.76,-127,,-,-,-
2026-05-01,SIMU-8101513,ISOT-014,N1,80,36,630,60,0.76,-127,Depressurized,0.79,0.72,Depressure
2026-05-01,SIMU-8101581,ISOT-017,N1,81,36,720,81,0.79,-127,Depressurized,0.8,0.72,Depressure
2026-05-01,SIMU-8101750,ISOT-026,N1,84,38,720,64,0.75,-128,Depressurized,0.79,0.7,Depressure
2026-05-01,SIMU-8101848,ISOT-031,N1,81,36,660,60,0.76,-126,Depressurized,0.8,0.71,Depressure
2026-05-01,SIMU-8101909,ISOT-036,N1,82,37,690,62,0.77,-126,Depressurized,0.79,0.71,Depressure
2026-05-01,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-01,SIMU-8103711,ISOT-086,N1,89,40,700,79,0.75,-125,Depressurized,0.79,0.72,Depressure
2026-05-01,SIMU-8103732,ISOT-088,N1,78,34,750,83,0.7,-125,Depressurized,0.8,0.69,Depressure
2026-05-01,SIMU-8111297,ISOT-103,N1,78,35,720,79,0.78,-128,,-,-,-
2026-05-01,SIMU-8113176,ISOT-120,N1,84,38,720,80,0.77,-131,Depressurized,0.8,0.72,Depressure
2026-04-30,SIMU-8101426,ISOT-009,N1,71,32,660,78,0.73,-127,,-,-,-
2026-04-30,SIMU-8101513,ISOT-014,N1,80,36,630,60,0.77,-126,Depressurized,0.79,0.73,Depressure
2026-04-30,SIMU-8101581,ISOT-017,N1,78,36,720,81,0.79,-126,Depressurized,0.8,0.72,Depressure
2026-04-30,SIMU-8101750,ISOT-026,N1,84,38,725,64,0.75,-128,Depressurized,0.79,0.7,Depressure
2026-04-30,SIMU-8101848,ISOT-031,N1,81,36,660,60,0.79,-126,,-,-,-
2026-04-30,SIMU-8101909,ISOT-036,N1,82,37,690,62,0.78,-126,Depressurized,0.79,0.73,Depressure
2026-04-30,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-30,SIMU-8103711,ISOT-086,N1,89,40,715,79,0.77,-124,Depressurized,0.79,0.72,Depressure
2026-04-30,SIMU-8103732,ISOT-088,N1,77,35,750,83,0.76,-125,Depressurized,0.78,0.69,Depressure
2026-04-30,SIMU-8111297,ISOT-103,N1,77,35,725,79,0.76,-128,Depressurized,0.79,0.7,Depressure
2026-04-30,SIMU-8113176,ISOT-120,N1,84,38,750,80,0.78,-129,,-,-,-
2026-04-29,SIMU-8101426,ISOT-009,N1,72,33,660,78,0.73,-126,,-,-,-
2026-04-29,SIMU-8101513,ISOT-014,N1,81,36,630,60,0.78,-126,Depressurized,0.79,0.74,Depressure
2026-04-29,SIMU-8101581,ISOT-017,N1,79,35,720,81,0.79,-126,Depressurized,0.8,0.72,Depressure
2026-04-29,SIMU-8101750,ISOT-026,N1,85,38,725,64,0.77,-128,Depressurized,0.79,0.71,Depressure
2026-04-29,SIMU-8101848,ISOT-031,N1,81,37,660,60,0.77,-126,Depressurized,0.79,0.7,Depressure
2026-04-29,SIMU-8101909,ISOT-036,N1,82,37,690,62,0.77,-126,Depressurized,0.79,0.72,Depressure
2026-04-29,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-29,SIMU-8103711,ISOT-086,N1,89,40,715,79,0.79,-124,,-,-,-
2026-04-29,SIMU-8103732,ISOT-088,N1,78,35,750,83,0.77,-125,Depressurized,0.79,0.69,Depressure
2026-04-29,SIMU-8111297,ISOT-103,N1,79,36,725,79,0.77,-128,Depressurized,0.79,0.7,Depressure
2026-04-29,SIMU-8113176,ISOT-120,N1,84,38,730,80,0.76,-130,Depressurized,0.79,0.72,Depressure
2026-04-28,SIMU-8101426,ISOT-009,N1,72,33,675,78,0.76,-126,Depressurized,0.78,0.71,Depressure
2026-04-28,SIMU-8101513,ISOT-014,N1,81,36,630,60,0.79,-126,Depressurized,0.79,0.7,Depressure
2026-04-28,SIMU-8101581,ISOT-017,N1,79,35,720,81,0.79,-126,Depressurized,0.79,0.72,Depressure
2026-04-28,SIMU-8101750,ISOT-026,N1,85,38,725,64,0.76,-128,Depressurized,0.79,0.71,Depressure
2026-04-28,SIMU-8101848,ISOT-031,N1,81,37,660,60,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-04-28,SIMU-8101909,ISOT-036,N1,82,37,690,62,0.77,-126,Depressurized,0.78,0.71,Depressure
2026-04-28,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-28,SIMU-8103711,ISOT-086,N1,89,40,715,79,0.76,-124,Depressurized,0.79,0.71,Depressure
2026-04-28,SIMU-8103732,ISOT-088,N1,78,35,750,83,0.78,-125,,-,-,-
2026-04-28,SIMU-8111297,ISOT-103,N1,79,36,725,79,0.79,-128,,-,-,-
2026-04-28,SIMU-8113176,ISOT-120,N1,84,38,730,80,0.77,-130,Depressurized,0.79,0.73,Depressure
2026-04-27,SIMU-8101426,ISOT-009,N1,73,33,675,78,0.76,-126,Depressurized,0.78,0.72,Depressure
2026-04-27,SIMU-8101513,ISOT-014,N1,81,36,630,60,0.79,-126,Depressurized,0.79,0.74,Depressure
2026-04-27,SIMU-8101581,ISOT-017,N1,78,35,720,81,0.78,-126,Depressurized,0.79,0.72,Depressure
2026-04-27,SIMU-8101750,ISOT-026,N1,85,38,730,64,0.76,-128,Depressurized,0.8,0.7,Depressure
2026-04-27,SIMU-8101848,ISOT-031,N1,82,37,665,60,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-04-27,SIMU-8101909,ISOT-036,N1,82,37,690,62,0.77,-126,Depressurized,0.8,0.73,Depressure
2026-04-27,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-27,SIMU-8103711,ISOT-086,N1,90,40,715,79,0.78,-124,,-,-,-
2026-04-27,SIMU-8103732,ISOT-088,N1,78,35,755,83,0.7,-125,Depressurized,0.8,0.69,Depressure
2026-04-27,SIMU-8111297,ISOT-103,N1,79,36,725,79,0.76,-129,Depressurized,0.8,0.7,Depressure
2026-04-27,SIMU-8113176,ISOT-120,N1,85,38,725,80,0.78,-130,Depressurized,0.79,0.73,Depressure
2026-04-26,SIMU-8101426,ISOT-009,N1,73,33,680,78,0.77,-126,Depressurized,0.78,0.72,Depressure
2026-04-26,SIMU-8101513,ISOT-014,N1,81,36,620,60,0.79,-126,Depressurized,0.79,0.76,Depressure
2026-04-26,SIMU-8101581,ISOT-017,N1,79,35,720,81,0.77,-126,Depressurized,0.8,0.74,Depressure
2026-04-26,SIMU-8101750,ISOT-026,N1,86,38,730,64,0.77,-128,,-,-,-
2026-04-26,SIMU-8101848,ISOT-031,N1,82,37,665,60,0.76,-126,Depressurized,0.8,0.71,Depressure
2026-04-26,SIMU-8101909,ISOT-036,N1,83,37,690,62,0.78,-126,,-,-,-
2026-04-26,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-26,SIMU-8103711,ISOT-086,N1,90,40,715,79,0.76,-124,Depressurized,0.79,0.71,Depressure
2026-04-26,SIMU-8103732,ISOT-088,N1,78,35,755,83,0.77,-126,,-,-,-
2026-04-26,SIMU-8111297,ISOT-103,N1,79,36,730,79,0.79,-128,,-,-,-
2026-04-26,SIMU-8113176,ISOT-120,N1,85,38,730,80,0.77,-130,Depressurized,0.79,0.73,Depressure
2026-04-25,SIMU-8101426,ISOT-009,N1,73,33,680,78,0.77,-127,Depressurized,-,-,Depressure
2026-04-25,SIMU-8101513,ISOT-014,N1,81,37,620,60,0.78,-127,Depressurized,-,-,Depressure
2026-04-25,SIMU-8101581,ISOT-017,N1,78,36,720,82,0.78,-127,,-,-,-
2026-04-25,SIMU-8101750,ISOT-026,N1,85,38,730,64,0.74,-127,Depressurized,-,-,Depressure
2026-04-25,SIMU-8101848,ISOT-031,N1,82,37,665,60,0.77,-126,Depressurized,-,-,Depressure
2026-04-25,SIMU-8101909,ISOT-036,N1,83,37,690,62,0.76,-126,Depressurized,-,-,Depressure
2026-04-25,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-25,SIMU-8103711,ISOT-086,N1,90,41,715,79,0.77,-124,,-,-,-
2026-04-25,SIMU-8103732,ISOT-088,N1,79,35,755,83,0.69,-125,Depressurized,-,-,Depressure
2026-04-25,SIMU-8111297,ISOT-103,N1,79,36,725,79,0.76,-129,Depressurized,-,-,Depressure
2026-04-25,SIMU-8113176,ISOT-120,N1,85,38,725,80,0.78,-130,Depressurized,-,-,Depressure
2026-04-24,SIMU-8101426,ISOT-009,N1,73,33,680,78,0.77,-127,Depressurized,-,-,Depressure
2026-04-24,SIMU-8101513,ISOT-014,N1,82,37,620,60,0.78,-127,Depressurized,-,-,Depressure
2026-04-24,SIMU-8101581,ISOT-017,N1,82,36,720,82,0.74,-126,Depressurized,-,-,Depressure
2026-04-24,SIMU-8101750,ISOT-026,N1,86,38,735,64,0.75,-129,Depressurized,-,-,Depressure
2026-04-24,SIMU-8101848,ISOT-031,N1,83,37,670,60,0.77,-127,Depressurized,-,-,Depressure
2026-04-24,SIMU-8101909,ISOT-036,N1,83,37,700,62,0.73,-126,Depressurized,-,-,Depressure
2026-04-24,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-24,SIMU-8103711,ISOT-086,N1,91,41,710,79,0.73,-124,Depressurized,-,-,Depressure
2026-04-24,SIMU-8103732,ISOT-088,N1,78,35,760,83,0.75,-126,Depressurized,-,-,Depressure
2026-04-24,SIMU-8111297,ISOT-103,N1,80,36,740,79,0.75,-129,Depressurized,-,-,Depressure
2026-04-24,SIMU-8113176,ISOT-120,N1,86,38,730,80,0.78,-130,Depressurized,-,-,Depressure
2026-04-23,SIMU-8101426,ISOT-009,N1,74,33,680,78,0.78,-127,Depressurized,0.8,0.72,Depressure
2026-04-23,SIMU-8101513,ISOT-014,N1,82,37,620,60,0.79,-126,Depressurized,-,-,Depressure
2026-04-23,SIMU-8101581,ISOT-017,N1,81,36,720,82,0.75,-127,Depressurized,-,-,Depressure
2026-04-23,SIMU-8101750,ISOT-026,N1,86,39,730,64,0.78,-129,,-,-,-
2026-04-23,SIMU-8101848,ISOT-031,N1,83,37,665,61,0.78,-126,Depressurized,-,-,Depressure
2026-04-23,SIMU-8101909,ISOT-036,N1,83,37,700,62,0.73,-126,Depressurized,-,-,Depressure
2026-04-23,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-23,SIMU-8103711,ISOT-086,N1,91,41,700,79,0.77,-124,Depressurized,-,-,Depressure
2026-04-23,SIMU-8103732,ISOT-088,N1,79,35,755,83,0.79,-125,,-,-,-
2026-04-23,SIMU-8111297,ISOT-103,N1,81,36,745,79,0.79,-128,Depressurized,0.8,0.71,Depressure
2026-04-23,SIMU-8113176,ISOT-120,N1,86,39,725,80,0.78,-130,Depressurized,-,-,Depressure
2026-04-22,SIMU-8101426,ISOT-009,N1,74,33,690,79,0.79,-127,,-,-,-
2026-04-22,SIMU-8101513,ISOT-014,N1,82,37,650,61,0.79,-127,Depressurized,0.79,0.74,Depressure
2026-04-22,SIMU-8101581,ISOT-017,N1,80,36,720,82,0.77,-127,Depressurized,0.79,0.73,Depressure
2026-04-22,SIMU-8101750,ISOT-026,N1,86,39,735,65,0.74,-129,Depressurized,0.8,0.7,Depressure
2026-04-22,SIMU-8101848,ISOT-031,N1,83,37,680,62,0.77,-127,,-,-,-
2026-04-22,SIMU-8101909,ISOT-036,N1,83,37,700,63,0.77,-126,Depressurized,0.8,0.7,Depressure
2026-04-22,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-22,SIMU-8103711,ISOT-086,N1,91,41,720,79,0.78,-124,,-,-,-
2026-04-22,SIMU-8103732,ISOT-088,N1,79,35,760,83,0.76,-125,,-,-,-
2026-04-22,SIMU-8111297,ISOT-103,N1,81,36,750,79,0.79,-128,,-,-,-
2026-04-22,SIMU-8113176,ISOT-120,N1,86,39,730,80,0.79,-130,,-,-,-
2026-04-21,SIMU-8101426,ISOT-009,N1,74,33,660,79,0.77,-127,Depressurized,0.8,0.71,Depressure
2026-04-21,SIMU-8101513,ISOT-014,N1,82,37,665,63,0.78,-127,Depressurized,0.8,0.72,Depressure
2026-04-21,SIMU-8101581,ISOT-017,N1,82,36,735,82,0.78,-128,Depressurized,0.8,0.7,Depressure
2026-04-21,SIMU-8101750,ISOT-026,N1,87,39,730,66,0.77,-129,,-,-,-
2026-04-21,SIMU-8101848,ISOT-031,N1,83,37,685,63,0.77,-127,Depressurized,0.8,0.72,Depressure
2026-04-21,SIMU-8101909,ISOT-036,N1,84,38,700,66,0.78,-127,Depressurized,0.8,0.71,Depressure
2026-04-21,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-21,SIMU-8103711,ISOT-086,N1,91,41,710,80,0.76,-125,Depressurized,0.79,0.71,Depressure
2026-04-21,SIMU-8103732,ISOT-088,N1,80,36,755,84,0.79,-126,,-,-,-
2026-04-21,SIMU-8111297,ISOT-103,N1,81,36,745,80,0.77,-129,Depressurized,0.8,0.72,Depressure
2026-04-21,SIMU-8113176,ISOT-120,N1,87,39,740,80,0.8,-131,,-,-,-
2026-04-20,SIMU-8101426,ISOT-009,N1,74,33,655,79,0.79,-127,,-,-,-
2026-04-20,SIMU-8101513,ISOT-014,N1,83,37,665,63,0.8,-127,,-,-,-
2026-04-20,SIMU-8101581,ISOT-017,N1,81,36,735,82,0.78,-128,,-,-,-
2026-04-20,SIMU-8101750,ISOT-026,N1,87,39,730,66,0.73,-129,Depressurized,0.8,0.69,Depressure
2026-04-20,SIMU-8101848,ISOT-031,N1,84,37,685,63,0.78,-127,Depressurized,0.8,0.7,Depressure
2026-04-20,SIMU-8101909,ISOT-036,N1,84,38,700,66,0.79,-127,,-,-,-
2026-04-20,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-20,SIMU-8103711,ISOT-086,N1,91,41,710,80,0.78,-125,,-,-,-
2026-04-20,SIMU-8103732,ISOT-088,N1,80,36,755,84,0.75,-126,Depressurized,0.79,0.63,Depressure
2026-04-20,SIMU-8111297,ISOT-103,N1,81,36,755,80,0.78,-129,,-,-,-
2026-04-20,SIMU-8113176,ISOT-120,N1,87,39,740,80,0.77,-131,Depressurized,0.79,0.72,Depressure
2026-04-19,SIMU-8101426,ISOT-009,N1,74,33,655,79,0.77,-127,,-,-,-
2026-04-19,SIMU-8101513,ISOT-014,N1,83,37,665,63,0.77,-127,Depressurized,0.8,0.72,Depressure
2026-04-19,SIMU-8101581,ISOT-017,N1,81,36,770,82,0.73,-128,Depressurized,0.8,0.71,Depressure
2026-04-19,SIMU-8101750,ISOT-026,N1,87,39,730,66,0.76,-129,,-,-,-
2026-04-19,SIMU-8101848,ISOT-031,N1,84,37,680,63,0.79,-127,,-,-,-
2026-04-19,SIMU-8101909,ISOT-036,N1,84,38,700,66,0.76,-127,Depressurized,0.79,0.71,Depressure
2026-04-19,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-19,SIMU-8103711,ISOT-086,N1,91,41,705,80,0.76,-125,,-,-,-
2026-04-19,SIMU-8103732,ISOT-088,N1,80,36,755,84,0.78,-126,,-,-,-
2026-04-19,SIMU-8111297,ISOT-103,N1,81,36,745,80,0.75,-129,Depressurized,0.79,0.7,Depressure
2026-04-19,SIMU-8113176,ISOT-120,N1,87,39,770,80,0.78,-131,,-,-,-
2026-04-18,SIMU-8101426,ISOT-009,N1,74,33,322,79,0.76,-128,,-,-,-
2026-04-18,SIMU-8101513,ISOT-014,N1,83,37,665,64,0.79,-127,,-,-,-
2026-04-18,SIMU-8101581,ISOT-017,N1,83,37,735,82,0.78,-128,,-,-,-
2026-04-18,SIMU-8101750,ISOT-026,N1,87,39,730,67,0.73,-129,Depressurized,0.8,0.69,Depressure
2026-04-18,SIMU-8101848,ISOT-031,N1,84,37,690,63,0.72,-127,Depressurized,-,-,Depressure
2026-04-18,SIMU-8101909,ISOT-036,N1,84,38,700,66,0.79,-127,,-,-,-
2026-04-18,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-18,SIMU-8103711,ISOT-086,N1,91,41,715,80,0.74,-125,Depressurized,0.81,0.71,Depressure
2026-04-18,SIMU-8103732,ISOT-088,N1,80,36,755,84,0.75,-126,Depressurized,0.8,0.67,Depressure
2026-04-18,SIMU-8111297,ISOT-103,N1,81,36,750,80,0.79,-129,,-,-,-
2026-04-18,SIMU-8113176,ISOT-120,N1,87,39,750,80,0.76,-131,Depressurized,0.79,0.71,Depressure
2026-04-17,SIMU-8101426,ISOT-009,N1,74,33,645,79,0.74,-128,,-,-,-
2026-04-17,SIMU-8101513,ISOT-014,N1,83,37,665,65,0.77,-128,,-,-,-
2026-04-17,SIMU-8101581,ISOT-017,N1,82,36,735,82,0.74,-128,Depressurized,0.79,0.69,Depressure
2026-04-17,SIMU-8101750,ISOT-026,N1,87,39,760,67,0.77,-130,,-,-,-
2026-04-17,SIMU-8101848,ISOT-031,N1,84,37,685,64,0.77,-127,Depressurized,0.8,0.71,Depressure
2026-04-17,SIMU-8101909,ISOT-036,N1,84,38,700,67,0.77,-127,,-,-,-
2026-04-17,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-17,SIMU-8103711,ISOT-086,N1,92,41,720,80,0.79,-125,,-,-,-
2026-04-17,SIMU-8103732,ISOT-088,N1,81,36,810,84,0.79,-126,,-,-,-
2026-04-17,SIMU-8111297,ISOT-103,N1,82,36,745,80,0.77,-129,,-,-,-
2026-04-17,SIMU-8113176,ISOT-120,N1,87,39,750,80,0.78,-131,,-,-,-
2026-04-16,SIMU-8101426,ISOT-009,N1,73,33,630,79,0.75,-128,,-,-,-
2026-04-16,SIMU-8101513,ISOT-014,N1,83,37,665,66,0.75,-128,,-,-,-
2026-04-16,SIMU-8101581,ISOT-017,N1,83,37,760,82,0.78,-128,,-,-,-
2026-04-16,SIMU-8101750,ISOT-026,N1,87,39,730,68,0.75,-130,,-,-,-
2026-04-16,SIMU-8101848,ISOT-031,N1,84,38,685,65,0.79,-127,,-,-,-
2026-04-16,SIMU-8101909,ISOT-036,N1,84,38,705,67,0.74,-127,,-,-,-
2026-04-16,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-16,SIMU-8103711,ISOT-086,N1,91,41,715,80,0.77,-124,,-,-,-
2026-04-16,SIMU-8103732,ISOT-088,N1,80,36,760,84,0.76,-126,,-,-,-
2026-04-16,SIMU-8111297,ISOT-103,N1,81,36,750,80,0.74,-130,Depressurized,0.79,0.69,Depressure
2026-04-16,SIMU-8113176,ISOT-120,N1,87,39,750,80,0.74,-131,Depressurized,0.8,0.72,Depressure
2026-04-15,SIMU-8101426,ISOT-009,N1,73,33,660,78,0.71,-128,Depressurized,0.8,0.67,Depressure
2026-04-15,SIMU-8101513,ISOT-014,N1,83,37,675,67,0.78,-127,Depressurized,0.78,0.7,Depressure
2026-04-15,SIMU-8101581,ISOT-017,N1,82,38,745,82,0.74,-128,,-,-,-
2026-04-15,SIMU-8101750,ISOT-026,N1,87,39,765,69,0.69,-129,Depressurized,0.81,0.67,Depressure
2026-04-15,SIMU-8101848,ISOT-031,N1,84,38,680,67,0.72,-126,Depressurized,0.8,0.7,-
2026-04-15,SIMU-8101909,ISOT-036,N1,84,38,710,66,0.79,-127,Depressurized,0.79,0.68,Depressure
2026-04-15,SIMU-8103711,ISOT-086,N1,91,41,765,80,0.73,-125,Depressurized,0.81,0.7,Depressure
2026-04-15,SIMU-8103732,ISOT-088,N1,82,37,780,84,0.72,-125,Depressurized,0.8,0.69,Depressure
2026-04-15,SIMU-8111297,ISOT-103,N1,82,37,750,80,0.78,-129,,-,-,-
2026-04-15,SIMU-8113176,ISOT-120,N1,87,39,740,81,0.78,-131,,-,-,-
2026-04-15,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-14,SIMU-8101426,ISOT-009,N1,74,33,665,78,0.79,-127,Depressurized,0.8,0.67,-
2026-04-14,SIMU-8101513,ISOT-014,N1,83,37,665,67,0.76,-127,,-,-,-
2026-04-14,SIMU-8101581,ISOT-017,N1,82,38,750,82,0.71,-128,Depressurized,-,-,Depressure
2026-04-14,SIMU-8101750,ISOT-026,N1,87,39,765,69,0.77,-129,,-,-,-
2026-04-14,SIMU-8101848,ISOT-031,N1,84,38,680,67,0.78,-126,Depressurized,0.8,0.7,-
2026-04-14,SIMU-8101909,ISOT-036,N1,84,38,710,66,0.78,-127,,-,-,-
2026-04-14,SIMU-8103711,ISOT-086,N1,92,41,765,80,0.79,-125,,-,-,-
2026-04-14,SIMU-8103732,ISOT-088,N1,82,37,780,84,0.79,-125,Depressurized,0.8,0.69,-
2026-04-14,SIMU-8111297,ISOT-103,N1,82,37,750,80,0.77,-129,,-,-,-
2026-04-14,SIMU-8113176,ISOT-120,N1,87,39,740,81,0.78,-131,,-,-,-
2026-04-14,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-13,SIMU-8101426,ISOT-009,N1,74,33,665,78,0.77,-127,Depressurized,0.8,0.71,-
2026-04-13,SIMU-8101513,ISOT-014,N1,83,37,675,67,0.74,-128,,-,-,-
2026-04-13,SIMU-8101581,ISOT-017,N1,82,38,780,82,0.78,-128,,-,-,-
2026-04-13,SIMU-8101750,ISOT-026,N1,87,39,745,69,0.74,-129,,-,-,-
2026-04-13,SIMU-8101848,ISOT-031,N1,84,38,680,67,0.73,-127,Depressurized,-,-,Depressure
2026-04-13,SIMU-8101909,ISOT-036,N1,84,38,710,66,0.76,-127,,-,-,-
2026-04-13,SIMU-8103711,ISOT-086,N1,91,41,720,80,0.77,-125,,-,-,-
2026-04-13,SIMU-8103732,ISOT-088,N1,82,37,780,84,0.77,-125,,-,-,-
2026-04-13,SIMU-8111297,ISOT-103,N1,82,37,750,80,0.75,-129,,-,-,-
2026-04-13,SIMU-8113176,ISOT-120,N1,88,40,750,81,0.78,-131,,-,-,-
2026-04-13,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-12,SIMU-8101426,ISOT-009,N1,74,33,665,78,0.75,-127,Depressurized,0.8,0.71,Depressure
2026-04-12,SIMU-8101513,ISOT-014,N1,83,37,675,68,0.71,-128,Depressurized,0.8,0.69,Depressure
2026-04-12,SIMU-8101581,ISOT-017,N1,82,38,780,82,0.76,-128,,-,-,-
2026-04-12,SIMU-8101750,ISOT-026,N1,87,39,780,69,0.71,-129,Depressurized,0.81,0.66,Depressure
2026-04-12,SIMU-8101848,ISOT-031,N1,85,38,690,67,0.75,-127,Depressurized,0.8,0.7,Depressure
2026-04-12,SIMU-8101909,ISOT-036,N1,84,38,710,67,0.73,-127,,-,-,-
2026-04-12,SIMU-8103711,ISOT-086,N1,91,41,720,80,0.75,-125,,-,-,-
2026-04-12,SIMU-8103732,ISOT-088,N1,82,37,780,84,0.73,-125,Depressurized,0.8,0.63,Depressure
2026-04-12,SIMU-8111297,ISOT-103,N1,82,37,750,80,0.73,-130,,-,-,-
2026-04-12,SIMU-8113176,ISOT-120,N1,88,40,750,81,0.75,-131,,-,-,-
2026-04-12,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-04-11,SIMU-8101426,ISOT-009,N1,74,33,665,78,0.79,-126,,-,-,-
2026-04-11,SIMU-8101513,ISOT-014,N1,84,37,680,68,0.77,-127,,-,-,-
2026-04-11,SIMU-8101581,ISOT-017,N1,83,38,750,82,0.72,-128,,-,-,-
2026-04-11,SIMU-8101750,ISOT-026,N1,88,39,780,69,0.77,-129,,-,-,-
2026-04-11,SIMU-8101848,ISOT-031,N1,85,38,690,67,0.79,-126,,-,-,-
2026-04-11,SIMU-8101909,ISOT-036,N1,84,38,720,67,0.69,-126,Depressurized,0.8,0.66,Depressure
2026-04-11,SIMU-8103711,ISOT-086,N1,92,41,765,80,0.69,-125,Depressurized,0.81,0.69,Depressure
